feedback_id,customer_id,feedback_type,category,channel,subject,description,submitted_date,resolution_status,resolution_date,assigned_to,priority,satisfaction_score,response_time_hours,created_at
PMLA-FB000186-SYN,PMLA-C001434-SYN,PRAISE,FEES_CHARGES,EMAIL,RE: Praise - Case #68835,Synthetic feedback description for testing. Type: PRAISE. Category: ACCOUNT_SERVICE.,2024-01-22,PENDING,,Agent_610,LOW,,52,2026-01-10 21:04:43
PMLA-FB000187-SYN,PMLA-C000067-SYN,INQUIRY,BRANCH_SERVICE,CHAT,RE: Inquiry - Case #39676,Synthetic feedback description for testing. Type: INQUIRY. Category: FRAUD.,2023-08-09,PENDING,,Agent_330,MEDIUM,,34,2026-01-10 21:04:43
PMLA-FB000188-SYN,PMLA-C000559-SYN,COMPLAINT,FEES_CHARGES,SOCIAL_MEDIA,RE: Complaint - Case #47156,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2024-08-04,PENDING,,Agent_247,HIGH,,33,2026-01-10 21:04:43
PMLA-FB000189-SYN,PMLA-C000358-SYN,DISPUTE,ONLINE_BANKING,PHONE,RE: Dispute - Case #88387,Synthetic feedback description for testing. Type: DISPUTE. Category: LOAN_SERVICE.,2023-01-17,PENDING,,Agent_554,MEDIUM,,47,2026-01-10 21:04:43
PMLA-FB000190-SYN,PMLA-C000625-SYN,PRAISE,ONLINE_BANKING,PHONE,RE: Praise - Case #20932,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2023-05-29,RESOLVED,2023-06-09,Agent_798,MEDIUM,1,39,2026-01-10 21:04:43
PMLA-FB000191-SYN,PMLA-C001345-SYN,SUGGESTION,FRAUD,PHONE,RE: Suggestion - Case #75469,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2023-06-06,ESCALATED,,Agent_509,MEDIUM,,19,2026-01-10 21:04:43
PMLA-FB000192-SYN,PMLA-C001272-SYN,PRAISE,FEES_CHARGES,SOCIAL_MEDIA,RE: Praise - Case #40607,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2023-04-25,PENDING,,Agent_765,MEDIUM,,40,2026-01-10 21:04:43
PMLA-FB000193-SYN,PMLA-C000947-SYN,SUGGESTION,CARD_SERVICE,MAIL,RE: Suggestion - Case #21813,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2024-09-19,PENDING,,Agent_905,LOW,,31,2026-01-10 21:04:43
PMLA-FB000194-SYN,PMLA-C001402-SYN,PRAISE,ACCOUNT_SERVICE,SOCIAL_MEDIA,RE: Praise - Case #93783,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2023-12-16,RESOLVED,2024-01-08,Agent_776,MEDIUM,1,34,2026-01-10 21:04:43
PMLA-FB000195-SYN,PMLA-C001016-SYN,COMPLAINT,MOBILE_APP,SOCIAL_MEDIA,RE: Complaint - Case #69921,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-03-04,RESOLVED,2024-04-01,Agent_542,LOW,1,31,2026-01-10 21:04:43
PMLA-FB000196-SYN,PMLA-C000092-SYN,COMPLAINT,BRANCH_SERVICE,EMAIL,RE: Complaint - Case #38799,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-04-20,RESOLVED,2023-05-03,Agent_504,MEDIUM,3,16,2026-01-10 21:04:43
PMLA-FB000197-SYN,PMLA-C000358-SYN,COMPLAINT,FEES_CHARGES,BRANCH,RE: Complaint - Case #14585,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2024-08-14,ESCALATED,,Agent_517,MEDIUM,,8,2026-01-10 21:04:43
PMLA-FB000198-SYN,PMLA-C000195-SYN,SUGGESTION,LOAN_SERVICE,MAIL,RE: Suggestion - Case #81048,Synthetic feedback description for testing. Type: SUGGESTION. Category: MOBILE_APP.,2023-11-06,PENDING,,Agent_126,MEDIUM,,39,2026-01-10 21:04:43
PMLA-FB000199-SYN,PMLA-C001297-SYN,INQUIRY,FEES_CHARGES,PHONE,RE: Inquiry - Case #71515,Synthetic feedback description for testing. Type: INQUIRY. Category: OTHER.,2023-10-18,RESOLVED,2023-10-31,Agent_668,CRITICAL,1,30,2026-01-10 21:04:43
PMLA-FB000200-SYN,PMLA-C000977-SYN,COMPLAINT,BRANCH_SERVICE,CHAT,RE: Complaint - Case #36425,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2023-10-06,RESOLVED,2023-10-09,Agent_726,MEDIUM,4,53,2026-01-10 21:04:43
PMLA-FB000201-SYN,PMLA-C000683-SYN,PRAISE,MOBILE_APP,MAIL,RE: Praise - Case #17985,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2023-10-12,ESCALATED,,Agent_208,HIGH,,41,2026-01-10 21:04:43
PMLA-FB000202-SYN,PMLA-C000910-SYN,DISPUTE,OTHER,MAIL,RE: Dispute - Case #17406,Synthetic feedback description for testing. Type: DISPUTE. Category: FRAUD.,2024-02-14,RESOLVED,2024-02-24,Agent_766,MEDIUM,3,17,2026-01-10 21:04:43
PMLA-FB000203-SYN,PMLA-C000622-SYN,SUGGESTION,MOBILE_APP,MAIL,RE: Suggestion - Case #80272,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2023-08-01,PENDING,,Agent_259,MEDIUM,,13,2026-01-10 21:04:43
PMLA-FB000204-SYN,PMLA-C000525-SYN,COMPLAINT,OTHER,SOCIAL_MEDIA,RE: Complaint - Case #41261,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2023-02-15,RESOLVED,2023-02-28,Agent_454,MEDIUM,5,23,2026-01-10 21:04:43
PMLA-FB000205-SYN,PMLA-C000940-SYN,COMPLAINT,FRAUD,SOCIAL_MEDIA,RE: Complaint - Case #80248,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2023-11-05,RESOLVED,2023-11-14,Agent_644,HIGH,2,57,2026-01-10 21:04:43
PMLA-FB000206-SYN,PMLA-C000061-SYN,COMPLAINT,FEES_CHARGES,BRANCH,RE: Complaint - Case #90144,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2023-01-06,RESOLVED,2023-01-22,Agent_561,MEDIUM,4,52,2026-01-10 21:04:43
PMLA-FB000207-SYN,PMLA-C000775-SYN,SUGGESTION,MOBILE_APP,MAIL,RE: Suggestion - Case #39582,Synthetic feedback description for testing. Type: SUGGESTION. Category: MOBILE_APP.,2023-06-07,RESOLVED,2023-07-04,Agent_227,MEDIUM,5,44,2026-01-10 21:04:43
PMLA-FB000208-SYN,PMLA-C000142-SYN,PRAISE,FEES_CHARGES,MAIL,RE: Praise - Case #13682,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2023-08-21,PENDING,,Agent_907,HIGH,,16,2026-01-10 21:04:43
PMLA-FB000209-SYN,PMLA-C000685-SYN,COMPLAINT,ACCOUNT_SERVICE,BRANCH,RE: Complaint - Case #12415,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2024-04-17,RESOLVED,2024-05-09,Agent_997,MEDIUM,2,46,2026-01-10 21:04:43
PMLA-FB000210-SYN,PMLA-C000492-SYN,COMPLAINT,OTHER,MAIL,RE: Complaint - Case #26154,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-11-17,RESOLVED,2023-11-24,Agent_494,MEDIUM,3,6,2026-01-10 21:04:43
PMLA-FB000211-SYN,PMLA-C000322-SYN,COMPLAINT,OTHER,EMAIL,RE: Complaint - Case #17829,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2024-11-10,RESOLVED,2024-11-24,Agent_704,HIGH,3,46,2026-01-10 21:04:43
PMLA-FB000212-SYN,PMLA-C000893-SYN,SUGGESTION,OTHER,MAIL,RE: Suggestion - Case #54449,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2023-01-02,RESOLVED,2023-01-13,Agent_421,LOW,5,37,2026-01-10 21:04:43
PMLA-FB000213-SYN,PMLA-C001152-SYN,COMPLAINT,LOAN_SERVICE,CHAT,RE: Complaint - Case #79229,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-04-24,RESOLVED,2024-04-25,Agent_319,HIGH,4,63,2026-01-10 21:04:43
PMLA-FB000214-SYN,PMLA-C001395-SYN,COMPLAINT,OTHER,PHONE,RE: Complaint - Case #47564,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2024-11-25,RESOLVED,2024-12-20,Agent_609,HIGH,4,25,2026-01-10 21:04:43
PMLA-FB000215-SYN,PMLA-C001418-SYN,SUGGESTION,BRANCH_SERVICE,BRANCH,RE: Suggestion - Case #33210,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2023-11-04,RESOLVED,2023-11-26,Agent_934,HIGH,2,55,2026-01-10 21:04:43
PMLA-FB000216-SYN,PMLA-C000801-SYN,PRAISE,BRANCH_SERVICE,CHAT,RE: Praise - Case #93823,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2024-06-29,DUPLICATE,,Agent_202,MEDIUM,,54,2026-01-10 21:04:43
PMLA-FB000217-SYN,PMLA-C000999-SYN,COMPLAINT,MOBILE_APP,BRANCH,RE: Complaint - Case #64560,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2023-07-26,RESOLVED,2023-08-21,Agent_572,MEDIUM,3,38,2026-01-10 21:04:43
PMLA-FB000218-SYN,PMLA-C001022-SYN,SUGGESTION,ONLINE_BANKING,MAIL,RE: Suggestion - Case #87494,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2024-05-05,RESOLVED,2024-05-16,Agent_673,MEDIUM,2,35,2026-01-10 21:04:43
PMLA-FB000219-SYN,PMLA-C000178-SYN,PRAISE,LOAN_SERVICE,EMAIL,RE: Praise - Case #33630,Synthetic feedback description for testing. Type: PRAISE. Category: LOAN_SERVICE.,2024-07-18,RESOLVED,2024-08-04,Agent_770,CRITICAL,4,40,2026-01-10 21:04:43
PMLA-FB000220-SYN,PMLA-C000599-SYN,COMPLAINT,FRAUD,SOCIAL_MEDIA,RE: Complaint - Case #83412,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-03-17,RESOLVED,2024-03-28,Agent_225,MEDIUM,3,28,2026-01-10 21:04:43
PMLA-FB000221-SYN,PMLA-C000861-SYN,COMPLAINT,OTHER,BRANCH,RE: Complaint - Case #19536,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-01-24,PENDING,,Agent_939,HIGH,,7,2026-01-10 21:04:43
PMLA-FB000222-SYN,PMLA-C000762-SYN,COMPLAINT,FEES_CHARGES,CHAT,RE: Complaint - Case #75460,Synthetic feedback description for testing. Type: COMPLAINT. Category: CARD_SERVICE.,2023-02-11,RESOLVED,2023-02-22,Agent_218,MEDIUM,2,66,2026-01-10 21:04:43
PMLA-FB000223-SYN,PMLA-C001176-SYN,COMPLAINT,FEES_CHARGES,MAIL,RE: Complaint - Case #69532,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-06-11,RESOLVED,2023-06-19,Agent_845,MEDIUM,1,43,2026-01-10 21:04:43
PMLA-FB000224-SYN,PMLA-C001487-SYN,COMPLAINT,ACCOUNT_SERVICE,SOCIAL_MEDIA,RE: Complaint - Case #64081,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-01-18,PENDING,,Agent_142,MEDIUM,,60,2026-01-10 21:04:43
PMLA-FB000225-SYN,PMLA-C001451-SYN,COMPLAINT,OTHER,BRANCH,RE: Complaint - Case #28827,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-12-01,PENDING,,Agent_519,HIGH,,38,2026-01-10 21:04:43
PMLA-FB000226-SYN,PMLA-C001235-SYN,PRAISE,LOAN_SERVICE,EMAIL,RE: Praise - Case #97885,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2024-10-23,PENDING,,Agent_821,MEDIUM,,38,2026-01-10 21:04:43
PMLA-FB000227-SYN,PMLA-C000913-SYN,SUGGESTION,BRANCH_SERVICE,SOCIAL_MEDIA,RE: Suggestion - Case #30390,Synthetic feedback description for testing. Type: SUGGESTION. Category: OTHER.,2023-05-15,ESCALATED,,Agent_423,MEDIUM,,58,2026-01-10 21:04:43
PMLA-FB000228-SYN,PMLA-C000401-SYN,INQUIRY,ONLINE_BANKING,MAIL,RE: Inquiry - Case #34977,Synthetic feedback description for testing. Type: INQUIRY. Category: MOBILE_APP.,2024-06-21,CLOSED_NO_ACTION,2024-07-01,Agent_555,MEDIUM,,68,2026-01-10 21:04:43
PMLA-FB000229-SYN,PMLA-C001377-SYN,PRAISE,ONLINE_BANKING,BRANCH,RE: Praise - Case #55764,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2023-02-22,ESCALATED,,Agent_598,HIGH,,69,2026-01-10 21:04:43
PMLA-FB000230-SYN,PMLA-C001045-SYN,PRAISE,ACCOUNT_SERVICE,BRANCH,RE: Praise - Case #59153,Synthetic feedback description for testing. Type: PRAISE. Category: FRAUD.,2024-03-26,RESOLVED,2024-04-05,Agent_382,MEDIUM,5,51,2026-01-10 21:04:43
PMLA-FB000231-SYN,PMLA-C000672-SYN,INQUIRY,BRANCH_SERVICE,MAIL,RE: Inquiry - Case #75080,Synthetic feedback description for testing. Type: INQUIRY. Category: FEES_CHARGES.,2023-08-07,ESCALATED,,Agent_482,LOW,,9,2026-01-10 21:04:43
PMLA-FB000232-SYN,PMLA-C000182-SYN,INQUIRY,CARD_SERVICE,EMAIL,RE: Inquiry - Case #24291,Synthetic feedback description for testing. Type: INQUIRY. Category: LOAN_SERVICE.,2024-01-07,RESOLVED,2024-01-20,Agent_985,LOW,1,42,2026-01-10 21:04:43
PMLA-FB000233-SYN,PMLA-C001232-SYN,INQUIRY,FRAUD,BRANCH,RE: Inquiry - Case #41865,Synthetic feedback description for testing. Type: INQUIRY. Category: ACCOUNT_SERVICE.,2023-12-08,RESOLVED,2023-12-15,Agent_306,LOW,5,24,2026-01-10 21:04:43
PMLA-FB000234-SYN,PMLA-C000963-SYN,SUGGESTION,CARD_SERVICE,EMAIL,RE: Suggestion - Case #92994,Synthetic feedback description for testing. Type: SUGGESTION. Category: FEES_CHARGES.,2024-08-19,DUPLICATE,,Agent_212,LOW,,69,2026-01-10 21:04:43
PMLA-FB000235-SYN,PMLA-C001147-SYN,COMPLAINT,CARD_SERVICE,EMAIL,RE: Complaint - Case #36872,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-02-16,ESCALATED,,Agent_540,MEDIUM,,17,2026-01-10 21:04:43
PMLA-FB000236-SYN,PMLA-C000256-SYN,COMPLAINT,FEES_CHARGES,BRANCH,RE: Complaint - Case #79321,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2023-01-03,RESOLVED,2023-01-31,Agent_944,MEDIUM,3,23,2026-01-10 21:04:43
PMLA-FB000237-SYN,PMLA-C000900-SYN,INQUIRY,FEES_CHARGES,SOCIAL_MEDIA,RE: Inquiry - Case #32720,Synthetic feedback description for testing. Type: INQUIRY. Category: LOAN_SERVICE.,2023-08-07,RESOLVED,2023-08-13,Agent_908,HIGH,5,58,2026-01-10 21:04:43
PMLA-FB000238-SYN,PMLA-C001011-SYN,PRAISE,ACCOUNT_SERVICE,CHAT,RE: Praise - Case #64680,Synthetic feedback description for testing. Type: PRAISE. Category: LOAN_SERVICE.,2024-02-21,RESOLVED,2024-03-08,Agent_870,LOW,3,22,2026-01-10 21:04:43
PMLA-FB000239-SYN,PMLA-C000639-SYN,COMPLAINT,BRANCH_SERVICE,CHAT,RE: Complaint - Case #41681,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2024-07-07,RESOLVED,2024-07-22,Agent_846,MEDIUM,1,58,2026-01-10 21:04:43
PMLA-FB000240-SYN,PMLA-C001159-SYN,INQUIRY,ACCOUNT_SERVICE,SOCIAL_MEDIA,RE: Inquiry - Case #85169,Synthetic feedback description for testing. Type: INQUIRY. Category: LOAN_SERVICE.,2023-08-23,DUPLICATE,,Agent_555,MEDIUM,,34,2026-01-10 21:04:43
PMLA-FB000241-SYN,PMLA-C000892-SYN,DISPUTE,OTHER,BRANCH,RE: Dispute - Case #95220,Synthetic feedback description for testing. Type: DISPUTE. Category: FEES_CHARGES.,2023-05-30,CLOSED_NO_ACTION,2023-06-29,Agent_553,MEDIUM,,39,2026-01-10 21:04:43
PMLA-FB000242-SYN,PMLA-C001298-SYN,SUGGESTION,FEES_CHARGES,PHONE,RE: Suggestion - Case #26536,Synthetic feedback description for testing. Type: SUGGESTION. Category: CARD_SERVICE.,2024-09-18,RESOLVED,2024-10-07,Agent_162,CRITICAL,5,60,2026-01-10 21:04:43
PMLA-FB000243-SYN,PMLA-C001023-SYN,COMPLAINT,LOAN_SERVICE,BRANCH,RE: Complaint - Case #28870,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-11-02,PENDING,,Agent_655,MEDIUM,,29,2026-01-10 21:04:43
PMLA-FB000244-SYN,PMLA-C000302-SYN,SUGGESTION,CARD_SERVICE,EMAIL,RE: Suggestion - Case #12466,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2023-12-20,RESOLVED,2023-12-28,Agent_635,LOW,5,34,2026-01-10 21:04:43
PMLA-FB000245-SYN,PMLA-C000677-SYN,INQUIRY,BRANCH_SERVICE,BRANCH,RE: Inquiry - Case #29076,Synthetic feedback description for testing. Type: INQUIRY. Category: BRANCH_SERVICE.,2023-02-27,RESOLVED,2023-03-23,Agent_263,LOW,3,2,2026-01-10 21:04:43
PMLA-FB000246-SYN,PMLA-C000224-SYN,COMPLAINT,OTHER,EMAIL,RE: Complaint - Case #59755,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-12-31,PENDING,,Agent_907,LOW,,37,2026-01-10 21:04:43
PMLA-FB000247-SYN,PMLA-C001207-SYN,INQUIRY,LOAN_SERVICE,EMAIL,RE: Inquiry - Case #21553,Synthetic feedback description for testing. Type: INQUIRY. Category: OTHER.,2024-08-24,RESOLVED,2024-08-27,Agent_169,MEDIUM,5,52,2026-01-10 21:04:43
PMLA-FB000248-SYN,PMLA-C001206-SYN,COMPLAINT,LOAN_SERVICE,PHONE,RE: Complaint - Case #78892,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2024-01-15,RESOLVED,2024-01-17,Agent_418,MEDIUM,4,5,2026-01-10 21:04:43
PMLA-FB000249-SYN,PMLA-C000563-SYN,SUGGESTION,ACCOUNT_SERVICE,MAIL,RE: Suggestion - Case #20735,Synthetic feedback description for testing. Type: SUGGESTION. Category: ACCOUNT_SERVICE.,2024-03-15,RESOLVED,2024-04-08,Agent_847,CRITICAL,5,29,2026-01-10 21:04:43
PMLA-FB000250-SYN,PMLA-C001402-SYN,INQUIRY,FRAUD,EMAIL,RE: Inquiry - Case #96758,Synthetic feedback description for testing. Type: INQUIRY. Category: ONLINE_BANKING.,2023-11-19,ESCALATED,,Agent_580,LOW,,63,2026-01-10 21:04:43
PMLA-FB000251-SYN,PMLA-C000934-SYN,SUGGESTION,FRAUD,BRANCH,RE: Suggestion - Case #26657,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2024-08-18,ESCALATED,,Agent_156,MEDIUM,,2,2026-01-10 21:04:43
PMLA-FB000252-SYN,PMLA-C000724-SYN,INQUIRY,FRAUD,CHAT,RE: Inquiry - Case #20786,Synthetic feedback description for testing. Type: INQUIRY. Category: ONLINE_BANKING.,2024-07-19,CLOSED_NO_ACTION,2024-07-22,Agent_961,LOW,,28,2026-01-10 21:04:43
PMLA-FB000253-SYN,PMLA-C001318-SYN,PRAISE,FRAUD,CHAT,RE: Praise - Case #29815,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2024-02-27,RESOLVED,2024-03-16,Agent_757,MEDIUM,2,59,2026-01-10 21:04:43
PMLA-FB000254-SYN,PMLA-C000365-SYN,PRAISE,ONLINE_BANKING,EMAIL,RE: Praise - Case #99411,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2024-09-09,PENDING,,Agent_594,LOW,,12,2026-01-10 21:04:43
PMLA-FB000255-SYN,PMLA-C000843-SYN,INQUIRY,LOAN_SERVICE,PHONE,RE: Inquiry - Case #19668,Synthetic feedback description for testing. Type: INQUIRY. Category: FEES_CHARGES.,2024-07-16,RESOLVED,2024-08-01,Agent_522,MEDIUM,5,8,2026-01-10 21:04:43
PMLA-FB000256-SYN,PMLA-C000460-SYN,COMPLAINT,LOAN_SERVICE,PHONE,RE: Complaint - Case #66328,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2024-04-23,DUPLICATE,,Agent_497,MEDIUM,,27,2026-01-10 21:04:43
PMLA-FB000257-SYN,PMLA-C001178-SYN,SUGGESTION,CARD_SERVICE,EMAIL,RE: Suggestion - Case #60154,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2024-01-23,RESOLVED,2024-01-31,Agent_757,LOW,2,39,2026-01-10 21:04:43
PMLA-FB000258-SYN,PMLA-C001386-SYN,INQUIRY,ONLINE_BANKING,SOCIAL_MEDIA,RE: Inquiry - Case #84199,Synthetic feedback description for testing. Type: INQUIRY. Category: CARD_SERVICE.,2024-09-09,PENDING,,Agent_689,MEDIUM,,50,2026-01-10 21:04:43
PMLA-FB000259-SYN,PMLA-C001010-SYN,SUGGESTION,FEES_CHARGES,CHAT,RE: Suggestion - Case #17854,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2023-01-07,RESOLVED,2023-02-03,Agent_504,LOW,4,63,2026-01-10 21:04:43
PMLA-FB000260-SYN,PMLA-C001323-SYN,PRAISE,FEES_CHARGES,MAIL,RE: Praise - Case #88333,Synthetic feedback description for testing. Type: PRAISE. Category: OTHER.,2023-12-24,PENDING,,Agent_784,MEDIUM,,9,2026-01-10 21:04:43
PMLA-FB000261-SYN,PMLA-C001190-SYN,COMPLAINT,FRAUD,MAIL,RE: Complaint - Case #45379,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2023-04-05,RESOLVED,2023-04-23,Agent_354,LOW,5,72,2026-01-10 21:04:43
PMLA-FB000262-SYN,PMLA-C000212-SYN,SUGGESTION,BRANCH_SERVICE,SOCIAL_MEDIA,RE: Suggestion - Case #18846,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2023-06-01,RESOLVED,2023-06-28,Agent_262,MEDIUM,3,17,2026-01-10 21:04:43
PMLA-FB000263-SYN,PMLA-C000305-SYN,PRAISE,BRANCH_SERVICE,EMAIL,RE: Praise - Case #61943,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2024-05-28,ESCALATED,,Agent_549,MEDIUM,,37,2026-01-10 21:04:43
PMLA-FB000264-SYN,PMLA-C000398-SYN,COMPLAINT,ACCOUNT_SERVICE,SOCIAL_MEDIA,RE: Complaint - Case #83081,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2024-11-11,PENDING,,Agent_155,CRITICAL,,64,2026-01-10 21:04:43
PMLA-FB000265-SYN,PMLA-C000602-SYN,COMPLAINT,FRAUD,EMAIL,RE: Complaint - Case #86918,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2024-03-19,RESOLVED,2024-03-20,Agent_973,CRITICAL,4,64,2026-01-10 21:04:43
PMLA-FB000266-SYN,PMLA-C000962-SYN,COMPLAINT,LOAN_SERVICE,BRANCH,RE: Complaint - Case #63007,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2024-01-25,RESOLVED,2024-02-12,Agent_794,MEDIUM,5,44,2026-01-10 21:04:43
PMLA-FB000267-SYN,PMLA-C000992-SYN,SUGGESTION,BRANCH_SERVICE,PHONE,RE: Suggestion - Case #44950,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2024-07-03,PENDING,,Agent_232,HIGH,,71,2026-01-10 21:04:43
PMLA-FB000268-SYN,PMLA-C000320-SYN,SUGGESTION,LOAN_SERVICE,MAIL,RE: Suggestion - Case #30825,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2023-08-23,RESOLVED,2023-09-16,Agent_925,MEDIUM,4,25,2026-01-10 21:04:43
PMLA-FB000269-SYN,PMLA-C000546-SYN,INQUIRY,FEES_CHARGES,BRANCH,RE: Inquiry - Case #42103,Synthetic feedback description for testing. Type: INQUIRY. Category: FEES_CHARGES.,2024-02-14,RESOLVED,2024-02-25,Agent_568,LOW,3,1,2026-01-10 21:04:43
PMLA-FB000270-SYN,PMLA-C000732-SYN,PRAISE,ACCOUNT_SERVICE,PHONE,RE: Praise - Case #65327,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2023-06-19,PENDING,,Agent_274,LOW,,59,2026-01-10 21:04:43
PMLA-FB000271-SYN,PMLA-C001443-SYN,COMPLAINT,ACCOUNT_SERVICE,BRANCH,RE: Complaint - Case #50562,Synthetic feedback description for testing. Type: COMPLAINT. Category: CARD_SERVICE.,2024-09-05,RESOLVED,2024-09-17,Agent_752,MEDIUM,4,23,2026-01-10 21:04:43
PMLA-FB000272-SYN,PMLA-C000021-SYN,COMPLAINT,FEES_CHARGES,EMAIL,RE: Complaint - Case #29019,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-04-09,RESOLVED,2024-04-16,Agent_683,MEDIUM,4,35,2026-01-10 21:04:43
PMLA-FB000273-SYN,PMLA-C001072-SYN,COMPLAINT,FEES_CHARGES,PHONE,RE: Complaint - Case #64250,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2023-04-02,PENDING,,Agent_941,HIGH,,58,2026-01-10 21:04:43
PMLA-FB000274-SYN,PMLA-C000976-SYN,PRAISE,FRAUD,PHONE,RE: Praise - Case #30337,Synthetic feedback description for testing. Type: PRAISE. Category: FEES_CHARGES.,2024-07-27,PENDING,,Agent_836,LOW,,5,2026-01-10 21:04:43
PMLA-FB000275-SYN,PMLA-C000753-SYN,INQUIRY,ACCOUNT_SERVICE,CHAT,RE: Inquiry - Case #56208,Synthetic feedback description for testing. Type: INQUIRY. Category: CARD_SERVICE.,2023-03-18,ESCALATED,,Agent_577,HIGH,,66,2026-01-10 21:04:43
PMLA-FB000276-SYN,PMLA-C000393-SYN,PRAISE,CARD_SERVICE,BRANCH,RE: Praise - Case #85282,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2024-09-17,PENDING,,Agent_334,MEDIUM,,44,2026-01-10 21:04:43
PMLA-FB000277-SYN,PMLA-C000264-SYN,COMPLAINT,BRANCH_SERVICE,CHAT,RE: Complaint - Case #23925,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2023-08-21,RESOLVED,2023-08-24,Agent_933,LOW,1,52,2026-01-10 21:04:43
PMLA-FB000278-SYN,PMLA-C000916-SYN,SUGGESTION,FRAUD,EMAIL,RE: Suggestion - Case #37517,Synthetic feedback description for testing. Type: SUGGESTION. Category: FEES_CHARGES.,2023-12-13,RESOLVED,2023-12-17,Agent_254,CRITICAL,1,62,2026-01-10 21:04:43
