loan_id,customer_id,loan_type,principal_amount,interest_rate,term_months,monthly_payment,outstanding_balance,application_date,approval_date,disbursement_date,maturity_date,status,collateral_type,credit_score_at_application,debt_to_income_ratio,late_payments_count,days_past_due,created_at
PMLA-L000241-SYN,PMLA-C001270-SYN,PERSONAL,13933.31,9.91,12,1219.16,0,2020-07-24,2020-08-19,2020-08-23,2021-08-14,CLOSED,NONE,693,0.37,0,0,2026-01-10 21:04:43
PMLA-L000242-SYN,PMLA-C001195-SYN,MORTGAGE,636572.67,2.6,360,1856.67,636572.67,2020-05-01,2020-05-19,2020-05-21,2049-12-13,APPROVED,PROPERTY,832,0.41,0,0,2026-01-10 21:04:43
PMLA-L000243-SYN,PMLA-C000785-SYN,PERSONAL,10551.0,2.74,24,461.61,10551.0,2018-08-07,,,,REJECTED,NONE,682,0.19,0,0,2026-01-10 21:04:43
PMLA-L000244-SYN,PMLA-C000771-SYN,AUTO,69329.79,9.56,36,2022.12,69329.79,2021-05-24,2021-06-03,2021-06-09,2024-05-18,APPROVED,PROPERTY,845,0.42,0,0,2026-01-10 21:04:43
PMLA-L000245-SYN,PMLA-C000717-SYN,MORTGAGE,1439846.78,9.36,300,5039.46,1439846.78,2018-05-06,2018-05-13,2018-05-14,2043-01-02,APPROVED,NONE,658,0.17,0,0,2026-01-10 21:04:43
PMLA-L000246-SYN,PMLA-C000256-SYN,MORTGAGE,358688.14,7.92,180,2092.35,358688.14,2018-09-02,2018-10-01,2018-10-08,2033-07-14,APPROVED,PROPERTY,751,0.23,0,0,2026-01-10 21:04:43
PMLA-L000247-SYN,PMLA-C000600-SYN,PERSONAL,34728.75,3.99,60,607.75,34728.75,2023-08-11,,,,REJECTED,NONE,639,0.3,0,0,2026-01-10 21:04:43
PMLA-L000248-SYN,PMLA-C000688-SYN,AUTO,22165.14,9.59,60,387.89,22165.14,2023-04-25,2023-05-09,2023-05-15,2028-04-12,APPROVED,NONE,829,0.24,0,0,2026-01-10 21:04:43
PMLA-L000249-SYN,PMLA-C001377-SYN,MORTGAGE,1460915.22,10.75,300,5113.2,1460915.22,2020-05-15,2020-05-21,2020-06-01,2045-01-10,APPROVED,SAVINGS,661,0.5,0,0,2026-01-10 21:04:43
PMLA-L000250-SYN,PMLA-C001366-SYN,AUTO,32912.8,9.29,60,575.97,13857.67,2023-07-31,2023-08-28,2023-09-03,2028-08-01,ACTIVE,PROPERTY,801,0.45,4,0,2026-01-10 21:04:43
PMLA-L000251-SYN,PMLA-C001191-SYN,AUTO,56734.95,4.93,48,1241.08,56734.95,2022-09-11,2022-10-08,2022-10-18,2026-09-17,APPROVED,VEHICLE,746,0.26,0,0,2026-01-10 21:04:43
PMLA-L000252-SYN,PMLA-C001266-SYN,MORTGAGE,501827.54,9.76,180,2927.33,501827.54,2023-12-09,2023-12-14,2023-12-24,2038-09-26,APPROVED,PROPERTY,688,0.2,0,0,2026-01-10 21:04:43
PMLA-L000253-SYN,PMLA-C001304-SYN,LINE_OF_CREDIT,71179.63,10.81,0,0,63868.53,2023-05-17,2023-05-31,2023-06-14,,ACTIVE,NONE,634,0.54,0,0,2026-01-10 21:04:43
PMLA-L000254-SYN,PMLA-C001247-SYN,MORTGAGE,638513.88,5.75,240,2793.5,638513.88,2019-04-18,2019-05-02,2019-05-13,2039-01-17,APPROVED,PROPERTY,680,0.28,0,0,2026-01-10 21:04:43
PMLA-L000255-SYN,PMLA-C000539-SYN,LINE_OF_CREDIT,14352.09,4.85,0,0,6588.97,2020-10-17,2020-11-02,2020-11-13,,ACTIVE,NONE,820,0.36,3,0,2026-01-10 21:04:43
PMLA-L000256-SYN,PMLA-C000875-SYN,PERSONAL,46109.39,3.75,48,1008.64,9529.64,2019-11-30,2019-12-17,2019-12-22,2023-11-26,ACTIVE,NONE,605,0.31,2,0,2026-01-10 21:04:43
PMLA-L000257-SYN,PMLA-C001278-SYN,AUTO,24697.43,11.79,48,540.26,24697.43,2021-09-16,2021-09-17,2021-09-20,2025-08-27,DEFAULTED,PROPERTY,769,0.17,4,23,2026-01-10 21:04:43
PMLA-L000258-SYN,PMLA-C000696-SYN,AUTO,71341.22,5.23,72,1040.39,55893.15,2018-08-13,2018-09-08,2018-09-17,2024-08-07,ACTIVE,PROPERTY,821,0.24,3,0,2026-01-10 21:04:43
PMLA-L000259-SYN,PMLA-C000694-SYN,AUTO,41711.77,8.3,60,729.96,17655.53,2023-10-12,2023-11-09,2023-11-10,2028-10-13,ACTIVE,PROPERTY,650,0.35,1,0,2026-01-10 21:04:43
PMLA-L000260-SYN,PMLA-C000404-SYN,STUDENT,84644.78,10.15,120,740.64,0,2019-07-01,2019-07-14,2019-07-28,2029-05-22,CLOSED,NONE,773,0.49,0,0,2026-01-10 21:04:43
PMLA-L000261-SYN,PMLA-C001264-SYN,STUDENT,27747.16,9.61,180,161.86,27747.16,2020-06-28,2020-07-23,2020-07-28,2035-05-06,APPROVED,NONE,611,0.28,0,0,2026-01-10 21:04:43
PMLA-L000262-SYN,PMLA-C000284-SYN,AUTO,25763.32,11.74,48,563.57,25763.32,2020-06-16,,,,REJECTED,VEHICLE,752,0.2,0,0,2026-01-10 21:04:43
PMLA-L000263-SYN,PMLA-C001445-SYN,AUTO,35879.12,4.13,48,784.86,17851.65,2022-12-16,2023-01-14,2023-01-24,2026-12-24,ACTIVE,SAVINGS,679,0.22,0,0,2026-01-10 21:04:43
PMLA-L000264-SYN,PMLA-C000044-SYN,PERSONAL,16798.74,7.74,48,367.47,16798.74,2019-06-15,2019-07-12,2019-07-18,2023-06-21,APPROVED,NONE,698,0.38,0,0,2026-01-10 21:04:43
PMLA-L000265-SYN,PMLA-C000299-SYN,PERSONAL,47291.0,11.16,36,1379.32,47291.0,2023-01-19,2023-02-03,2023-02-16,2026-01-18,APPROVED,NONE,819,0.2,0,0,2026-01-10 21:04:43
PMLA-L000266-SYN,PMLA-C000385-SYN,PERSONAL,22031.09,5.06,60,385.54,19086.0,2019-04-14,2019-05-14,2019-05-22,2024-04-17,ACTIVE,NONE,792,0.28,4,0,2026-01-10 21:04:43
PMLA-L000267-SYN,PMLA-C001057-SYN,PERSONAL,44104.34,6.61,60,771.83,0,2023-06-11,2023-06-18,2023-06-21,2028-05-22,CLOSED,NONE,768,0.42,0,0,2026-01-10 21:04:43
PMLA-L000268-SYN,PMLA-C001192-SYN,MORTGAGE,590861.1,10.17,360,1723.34,193798.52,2018-09-06,2018-09-07,2018-09-09,2048-04-02,ACTIVE,NONE,675,0.4,0,0,2026-01-10 21:04:43
PMLA-L000269-SYN,PMLA-C001061-SYN,MORTGAGE,1023686.63,3.8,360,2985.75,1023686.63,2021-06-13,2021-07-08,2021-07-14,2051-02-01,APPROVED,NONE,620,0.47,0,0,2026-01-10 21:04:43
PMLA-L000270-SYN,PMLA-C001247-SYN,AUTO,65918.89,4.39,48,1441.98,65918.89,2018-10-05,2018-10-25,2018-11-08,2022-10-04,APPROVED,PROPERTY,786,0.42,0,0,2026-01-10 21:04:43
PMLA-L000271-SYN,PMLA-C000259-SYN,AUTO,67629.71,9.21,36,1972.53,67629.71,2021-08-30,2021-09-10,2021-09-20,2024-08-25,DEFAULTED,SAVINGS,661,0.37,4,32,2026-01-10 21:04:43
PMLA-L000272-SYN,PMLA-C001062-SYN,AUTO,51369.64,11.31,84,642.12,51369.64,2023-08-18,,,,REJECTED,NONE,816,0.15,0,0,2026-01-10 21:04:43
PMLA-L000273-SYN,PMLA-C000588-SYN,MORTGAGE,887310.55,10.97,240,3881.98,887310.55,2023-07-22,,,,REJECTED,NONE,621,0.3,0,0,2026-01-10 21:04:43
PMLA-L000274-SYN,PMLA-C001127-SYN,MORTGAGE,1099483.41,6.21,300,3848.19,400937.85,2018-09-24,2018-09-29,2018-10-12,2043-05-21,ACTIVE,SAVINGS,670,0.39,3,0,2026-01-10 21:04:43
PMLA-L000275-SYN,PMLA-C000374-SYN,PERSONAL,26634.23,2.72,60,466.1,3855.16,2019-06-24,2019-07-06,2019-07-08,2024-06-09,ACTIVE,NONE,693,0.3,4,0,2026-01-10 21:04:43
PMLA-L000276-SYN,PMLA-C001233-SYN,AUTO,51664.08,7.94,72,753.43,51664.08,2021-06-30,2021-07-15,2021-07-16,2027-06-14,APPROVED,NONE,623,0.4,0,0,2026-01-10 21:04:43
PMLA-L000277-SYN,PMLA-C000687-SYN,MORTGAGE,1433794.51,10.16,120,12545.7,275975.31,2020-11-18,2020-11-24,2020-11-27,2030-10-03,ACTIVE,NONE,838,0.27,1,0,2026-01-10 21:04:43
PMLA-L000278-SYN,PMLA-C000784-SYN,STUDENT,83827.11,7.7,180,488.99,51997.91,2019-07-23,2019-08-08,2019-08-16,2034-05-21,ACTIVE,NONE,802,0.26,5,0,2026-01-10 21:04:43
PMLA-L000279-SYN,PMLA-C000782-SYN,AUTO,58045.34,4.85,72,846.49,35695.47,2022-02-07,2022-02-19,2022-02-20,2028-01-19,ACTIVE,NONE,740,0.29,2,0,2026-01-10 21:04:43
PMLA-L000280-SYN,PMLA-C000182-SYN,AUTO,27052.68,11.85,36,789.04,0,2019-11-15,2019-12-07,2019-12-15,2022-11-21,CLOSED,NONE,648,0.28,0,0,2026-01-10 21:04:43
PMLA-L000281-SYN,PMLA-C001315-SYN,PERSONAL,44669.87,9.41,36,1302.87,44669.87,2022-09-02,2022-09-10,2022-09-14,2025-08-25,APPROVED,NONE,786,0.42,0,0,2026-01-10 21:04:43
PMLA-L000282-SYN,PMLA-C000562-SYN,MORTGAGE,945475.57,6.67,60,16545.82,703451.1,2019-10-23,2019-11-21,2019-11-28,2024-10-25,ACTIVE,VEHICLE,729,0.16,2,0,2026-01-10 21:04:43
PMLA-L000283-SYN,PMLA-C000080-SYN,AUTO,39004.96,5.91,60,682.59,39004.96,2024-04-13,,,,REJECTED,NONE,696,0.44,0,0,2026-01-10 21:04:43
PMLA-L000284-SYN,PMLA-C000229-SYN,AUTO,19698.01,2.85,36,574.53,19698.01,2020-03-22,2020-03-24,2020-03-29,2023-03-09,APPROVED,SAVINGS,707,0.17,0,0,2026-01-10 21:04:43
PMLA-L000285-SYN,PMLA-C000236-SYN,MORTGAGE,403898.72,4.03,240,1767.06,403898.72,2019-03-06,2019-03-16,2019-03-23,2038-12-01,APPROVED,SAVINGS,780,0.44,0,0,2026-01-10 21:04:43
PMLA-L000286-SYN,PMLA-C001217-SYN,STUDENT,47807.19,2.68,120,418.31,0,2018-04-30,2018-05-27,2018-06-09,2028-04-04,CLOSED,NONE,671,0.3,0,0,2026-01-10 21:04:43
PMLA-L000287-SYN,PMLA-C000293-SYN,PERSONAL,47005.06,6.57,36,1370.98,47005.06,2023-04-16,2023-05-06,2023-05-19,2026-04-20,APPROVED,NONE,644,0.54,0,0,2026-01-10 21:04:43
PMLA-L000288-SYN,PMLA-C000739-SYN,AUTO,57293.18,11.99,72,835.53,57293.18,2021-10-11,2021-10-12,2021-10-17,2027-09-11,APPROVED,VEHICLE,654,0.37,0,0,2026-01-10 21:04:43
PMLA-L000289-SYN,PMLA-C000135-SYN,MORTGAGE,795170.18,8.64,120,6957.74,795170.18,2022-10-16,2022-10-18,2022-10-23,2032-08-26,APPROVED,NONE,715,0.33,0,0,2026-01-10 21:04:43
PMLA-L000290-SYN,PMLA-C001296-SYN,MORTGAGE,1129019.66,5.85,60,19757.84,1129019.66,2023-07-26,2023-08-22,2023-08-27,2028-07-26,DEFAULTED,PROPERTY,684,0.42,5,33,2026-01-10 21:04:43
PMLA-L000291-SYN,PMLA-C000438-SYN,AUTO,77017.39,10.44,36,2246.34,77017.39,2021-06-30,2021-07-27,2021-08-06,2024-07-11,APPROVED,SAVINGS,778,0.36,0,0,2026-01-10 21:04:43
PMLA-L000292-SYN,PMLA-C000883-SYN,STUDENT,30960.36,5.56,120,270.9,16720.41,2019-04-23,2019-05-01,2019-05-03,2029-03-09,ACTIVE,NONE,745,0.36,2,0,2026-01-10 21:04:43
PMLA-L000293-SYN,PMLA-C000925-SYN,STUDENT,44250.44,4.47,180,258.13,29910.86,2019-06-07,2019-06-29,2019-07-03,2034-04-11,ACTIVE,NONE,639,0.38,0,0,2026-01-10 21:04:43
PMLA-L000294-SYN,PMLA-C000578-SYN,STUDENT,70811.82,4.32,60,1239.21,70811.82,2018-08-17,,,,REJECTED,NONE,779,0.24,0,0,2026-01-10 21:04:43
PMLA-L000295-SYN,PMLA-C001390-SYN,MORTGAGE,677680.27,9.76,60,11859.4,677680.27,2018-10-12,2018-11-09,2018-11-12,2023-10-14,APPROVED,NONE,718,0.3,0,0,2026-01-10 21:04:43
PMLA-L000296-SYN,PMLA-C001442-SYN,AUTO,62664.63,10.39,36,1827.72,19688.59,2022-02-14,2022-03-07,2022-03-19,2025-02-19,ACTIVE,SAVINGS,729,0.51,1,0,2026-01-10 21:04:43
PMLA-L000297-SYN,PMLA-C001259-SYN,AUTO,55211.85,5.08,84,690.15,55211.85,2021-06-05,,,,REJECTED,PROPERTY,771,0.2,0,0,2026-01-10 21:04:43
PMLA-L000298-SYN,PMLA-C001293-SYN,PERSONAL,19735.49,7.63,24,863.43,12559.9,2022-02-04,2022-02-11,2022-02-20,2024-02-01,ACTIVE,NONE,829,0.31,3,0,2026-01-10 21:04:43
PMLA-L000299-SYN,PMLA-C000561-SYN,MORTGAGE,1401370.86,11.98,60,24523.99,744250.02,2019-09-20,2019-10-19,2019-10-27,2024-09-22,ACTIVE,PROPERTY,703,0.4,0,0,2026-01-10 21:04:43
PMLA-L000300-SYN,PMLA-C001350-SYN,MORTGAGE,814618.1,11.92,120,7127.91,814618.1,2019-04-19,2019-04-22,2019-05-05,2029-02-28,APPROVED,PROPERTY,742,0.39,0,0,2026-01-10 21:04:43
PMLA-L000301-SYN,PMLA-C000661-SYN,MORTGAGE,939697.57,6.3,180,5481.57,939697.57,2021-08-30,,,,REJECTED,NONE,683,0.24,0,0,2026-01-10 21:04:43
PMLA-L000302-SYN,PMLA-C000526-SYN,AUTO,54523.96,7.05,72,795.14,54523.96,2018-04-05,2018-04-23,2018-05-01,2024-03-22,APPROVED,SAVINGS,620,0.25,0,0,2026-01-10 21:04:43
PMLA-L000303-SYN,PMLA-C001479-SYN,STUDENT,61980.96,7.29,60,1084.67,0,2020-06-16,2020-07-05,2020-07-06,2025-06-09,CLOSED,NONE,731,0.51,0,0,2026-01-10 21:04:43
PMLA-L000304-SYN,PMLA-C001086-SYN,PERSONAL,8194.18,5.37,12,716.99,0,2019-01-06,2019-02-02,2019-02-07,2020-01-28,CLOSED,NONE,718,0.19,0,0,2026-01-10 21:04:43
PMLA-L000305-SYN,PMLA-C000180-SYN,AUTO,65452.74,6.27,60,1145.42,0,2020-03-27,2020-03-31,2020-04-08,2025-03-05,CLOSED,NONE,642,0.21,0,0,2026-01-10 21:04:43
PMLA-L000306-SYN,PMLA-C001135-SYN,MORTGAGE,1402464.5,10.65,120,12271.56,1402464.5,2021-10-28,2021-11-13,2021-11-16,2031-09-22,APPROVED,PROPERTY,594,0.37,0,0,2026-01-10 21:04:43
PMLA-L000307-SYN,PMLA-C000358-SYN,MORTGAGE,504677.56,9.9,360,1471.98,504677.56,2023-04-01,2023-04-08,2023-04-15,2052-11-01,APPROVED,SAVINGS,717,0.4,0,0,2026-01-10 21:04:43
PMLA-L000308-SYN,PMLA-C000467-SYN,AUTO,33797.49,10.33,84,422.47,33797.49,2023-07-02,2023-07-29,2023-08-01,2030-06-22,APPROVED,PROPERTY,766,0.43,0,0,2026-01-10 21:04:43
PMLA-L000309-SYN,PMLA-C000895-SYN,STUDENT,13508.0,7.11,60,236.39,8946.07,2019-03-20,2019-04-09,2019-04-13,2024-03-13,ACTIVE,NONE,812,0.34,3,0,2026-01-10 21:04:43
PMLA-L000310-SYN,PMLA-C000947-SYN,MORTGAGE,266922.46,4.26,300,934.23,266922.46,2023-12-15,2023-12-31,2024-01-11,2048-08-21,DEFAULTED,SAVINGS,833,0.27,2,7,2026-01-10 21:04:43
PMLA-L000311-SYN,PMLA-C000948-SYN,PERSONAL,45343.01,4.22,24,1983.76,9251.79,2024-01-24,2024-02-17,2024-02-20,2026-02-06,ACTIVE,NONE,806,0.34,5,0,2026-01-10 21:04:43
PMLA-L000312-SYN,PMLA-C001499-SYN,MORTGAGE,204599.85,11.41,240,895.12,204599.85,2022-07-03,,,,REJECTED,VEHICLE,668,0.38,0,0,2026-01-10 21:04:43
PMLA-L000313-SYN,PMLA-C001451-SYN,LINE_OF_CREDIT,50821.77,9.8,0,0,19893.0,2018-03-28,2018-04-20,2018-04-25,,ACTIVE,NONE,731,0.4,0,0,2026-01-10 21:04:43
PMLA-L000314-SYN,PMLA-C000769-SYN,BUSINESS,486112.11,8.82,120,4253.48,0,2018-07-05,2018-07-30,2018-08-05,2028-06-07,CLOSED,VEHICLE,827,0.47,0,0,2026-01-10 21:04:43
PMLA-L000315-SYN,PMLA-C000211-SYN,LINE_OF_CREDIT,65793.14,8.95,0,0,65793.14,2021-11-18,2021-12-03,2021-12-08,,APPROVED,NONE,623,0.18,0,0,2026-01-10 21:04:43
PMLA-L000316-SYN,PMLA-C000282-SYN,LINE_OF_CREDIT,83776.89,7.51,0,0,83776.89,2023-02-16,2023-02-25,2023-03-06,,APPROVED,NONE,768,0.26,0,0,2026-01-10 21:04:43
PMLA-L000317-SYN,PMLA-C000105-SYN,PERSONAL,29365.61,6.96,24,1284.75,0,2019-12-29,2020-01-17,2020-01-22,2022-01-06,CLOSED,NONE,629,0.28,0,0,2026-01-10 21:04:43
PMLA-L000318-SYN,PMLA-C001091-SYN,MORTGAGE,1361045.99,3.82,180,7939.43,0,2018-03-15,2018-04-08,2018-04-12,2033-01-19,CLOSED,VEHICLE,593,0.4,0,0,2026-01-10 21:04:43
PMLA-L000319-SYN,PMLA-C000689-SYN,AUTO,38316.46,9.73,72,558.78,0,2018-09-18,2018-09-20,2018-10-02,2024-08-19,CLOSED,NONE,834,0.46,0,0,2026-01-10 21:04:43
PMLA-L000320-SYN,PMLA-C001372-SYN,MORTGAGE,750947.87,4.15,300,2628.32,0,2018-03-28,2018-04-03,2018-04-13,2042-11-23,CLOSED,PROPERTY,613,0.22,0,0,2026-01-10 21:04:43
PMLA-L000321-SYN,PMLA-C000995-SYN,AUTO,53513.56,8.06,72,780.41,18736.6,2021-03-09,2021-04-04,2021-04-08,2027-03-04,ACTIVE,NONE,681,0.49,0,0,2026-01-10 21:04:43
PMLA-L000322-SYN,PMLA-C001006-SYN,PERSONAL,27884.31,11.82,48,609.97,27884.31,2021-09-23,,,,REJECTED,NONE,715,0.34,0,0,2026-01-10 21:04:43
PMLA-L000323-SYN,PMLA-C001158-SYN,PERSONAL,15050.63,4.4,36,438.98,15050.63,2021-02-18,2021-03-07,2021-03-17,2024-02-20,APPROVED,NONE,642,0.27,0,0,2026-01-10 21:04:43
PMLA-L000324-SYN,PMLA-C001125-SYN,LINE_OF_CREDIT,36080.07,11.7,0,0,20575.66,2021-05-08,2021-05-20,2021-05-25,,ACTIVE,NONE,580,0.53,0,0,2026-01-10 21:04:43
PMLA-L000325-SYN,PMLA-C001305-SYN,AUTO,40914.66,11.62,60,716.01,30758.95,2019-07-13,2019-07-23,2019-07-30,2024-06-26,ACTIVE,PROPERTY,718,0.43,4,0,2026-01-10 21:04:43
PMLA-L000326-SYN,PMLA-C001474-SYN,MORTGAGE,1048165.67,9.64,120,9171.45,1048165.67,2020-07-07,2020-07-23,2020-07-25,2030-06-01,APPROVED,NONE,647,0.19,0,0,2026-01-10 21:04:43
PMLA-L000327-SYN,PMLA-C000555-SYN,PERSONAL,42718.72,4.99,12,3737.89,42718.72,2018-04-01,,,,REJECTED,NONE,717,0.4,0,0,2026-01-10 21:04:43
PMLA-L000328-SYN,PMLA-C001227-SYN,LINE_OF_CREDIT,31322.41,11.69,0,0,31322.41,2021-11-05,2021-11-15,2021-11-26,,DEFAULTED,NONE,598,0.3,3,18,2026-01-10 21:04:43
PMLA-L000329-SYN,PMLA-C001160-SYN,AUTO,53127.47,10.87,36,1549.55,53127.47,2024-05-18,2024-06-10,2024-06-12,2027-05-26,APPROVED,PROPERTY,702,0.27,0,0,2026-01-10 21:04:43
PMLA-L000330-SYN,PMLA-C000029-SYN,AUTO,77246.33,10.0,60,1351.81,77246.33,2021-04-25,2021-05-06,2021-05-16,2026-04-10,APPROVED,SAVINGS,710,0.23,0,0,2026-01-10 21:04:43
PMLA-L000331-SYN,PMLA-C000285-SYN,MORTGAGE,758699.4,10.39,240,3319.31,758699.4,2020-09-26,2020-09-30,2020-10-03,2040-06-17,APPROVED,VEHICLE,646,0.19,0,0,2026-01-10 21:04:43
PMLA-L000332-SYN,PMLA-C001087-SYN,AUTO,60941.85,5.48,36,1777.47,60941.85,2020-03-15,2020-04-07,2020-04-17,2023-03-23,APPROVED,PROPERTY,718,0.32,0,0,2026-01-10 21:04:43
PMLA-L000333-SYN,PMLA-C000438-SYN,AUTO,62652.72,2.72,36,1827.37,49430.49,2023-09-18,2023-09-30,2023-10-01,2026-09-14,ACTIVE,NONE,762,0.4,1,0,2026-01-10 21:04:43
PMLA-L000334-SYN,PMLA-C001292-SYN,AUTO,73017.72,10.52,60,1277.81,73017.72,2019-08-11,,,,REJECTED,VEHICLE,601,0.39,0,0,2026-01-10 21:04:43
PMLA-L000335-SYN,PMLA-C001178-SYN,AUTO,71548.55,5.77,36,2086.83,37873.32,2018-04-24,2018-05-14,2018-05-28,2021-04-28,ACTIVE,PROPERTY,812,0.48,3,0,2026-01-10 21:04:43
PMLA-L000336-SYN,PMLA-C001355-SYN,MORTGAGE,627038.49,4.39,300,2194.63,627038.49,2023-08-22,2023-09-15,2023-09-17,2048-05-06,APPROVED,VEHICLE,820,0.34,0,0,2026-01-10 21:04:43
PMLA-L000337-SYN,PMLA-C000872-SYN,MORTGAGE,739873.72,4.38,180,4315.93,249067.07,2024-01-19,2024-01-22,2024-01-30,2038-11-04,ACTIVE,VEHICLE,837,0.54,3,0,2026-01-10 21:04:43
PMLA-L000338-SYN,PMLA-C000089-SYN,MORTGAGE,375346.77,11.41,120,3284.28,0,2018-11-07,2018-11-09,2018-11-18,2028-09-17,CLOSED,SAVINGS,771,0.38,0,0,2026-01-10 21:04:43
PMLA-L000339-SYN,PMLA-C000243-SYN,AUTO,21096.71,2.51,36,615.32,0,2021-05-21,2021-06-04,2021-06-16,2024-05-19,CLOSED,SAVINGS,629,0.38,0,0,2026-01-10 21:04:43
PMLA-L000340-SYN,PMLA-C000227-SYN,PERSONAL,9040.54,4.32,60,158.21,3136.25,2019-08-12,2019-09-10,2019-09-12,2024-08-14,ACTIVE,NONE,713,0.54,5,0,2026-01-10 21:04:43
PMLA-L000341-SYN,PMLA-C000872-SYN,PERSONAL,19359.32,4.99,12,1693.94,19359.32,2023-08-05,2023-08-22,2023-08-29,2024-08-16,APPROVED,NONE,619,0.2,0,0,2026-01-10 21:04:43
PMLA-L000342-SYN,PMLA-C000462-SYN,BUSINESS,378601.78,6.76,60,6625.53,378601.78,2020-08-29,,,,REJECTED,PROPERTY,704,0.38,0,0,2026-01-10 21:04:43
PMLA-L000343-SYN,PMLA-C000399-SYN,AUTO,64246.53,8.22,84,803.08,64246.53,2021-04-28,2021-05-27,2021-06-02,2028-04-20,APPROVED,NONE,696,0.25,0,0,2026-01-10 21:04:43
PMLA-L000344-SYN,PMLA-C001128-SYN,PERSONAL,19206.23,10.74,36,560.18,14569.16,2019-10-08,2019-10-10,2019-10-22,2022-09-24,ACTIVE,NONE,751,0.41,1,0,2026-01-10 21:04:43
PMLA-L000345-SYN,PMLA-C000258-SYN,AUTO,73238.64,5.82,72,1068.06,73238.64,2022-12-15,2022-12-21,2022-12-28,2028-11-19,APPROVED,VEHICLE,715,0.39,0,0,2026-01-10 21:04:43
PMLA-L000346-SYN,PMLA-C000063-SYN,MORTGAGE,1311444.53,11.57,60,22950.28,0,2018-04-16,2018-04-18,2018-04-24,2023-03-23,CLOSED,VEHICLE,744,0.16,0,0,2026-01-10 21:04:43
PMLA-L000347-SYN,PMLA-C001253-SYN,AUTO,15998.73,11.58,60,279.98,5187.04,2019-10-26,2019-11-11,2019-11-20,2024-10-15,ACTIVE,VEHICLE,758,0.46,0,0,2026-01-10 21:04:43
PMLA-L000348-SYN,PMLA-C001224-SYN,AUTO,22975.82,5.51,72,335.06,22975.82,2019-09-13,2019-10-10,2019-10-17,2025-09-08,APPROVED,NONE,764,0.23,0,0,2026-01-10 21:04:43
PMLA-L000349-SYN,PMLA-C000395-SYN,MORTGAGE,1105735.66,2.63,60,19350.37,1105735.66,2019-10-08,2019-10-15,2019-10-22,2024-09-18,APPROVED,VEHICLE,742,0.18,0,0,2026-01-10 21:04:43
PMLA-L000350-SYN,PMLA-C000259-SYN,PERSONAL,39666.38,7.34,24,1735.4,0,2018-11-02,2018-11-18,2018-11-22,2020-11-07,CLOSED,NONE,791,0.47,0,0,2026-01-10 21:04:43
PMLA-L000351-SYN,PMLA-C000873-SYN,MORTGAGE,880853.28,5.8,300,3082.99,693829.67,2023-02-24,2023-03-05,2023-03-18,2047-10-25,ACTIVE,SAVINGS,714,0.54,1,0,2026-01-10 21:04:43
PMLA-L000352-SYN,PMLA-C000370-SYN,AUTO,49892.94,8.67,84,623.66,49892.94,2021-11-05,2021-11-11,2021-11-25,2028-10-05,APPROVED,SAVINGS,796,0.48,0,0,2026-01-10 21:04:43
PMLA-L000353-SYN,PMLA-C000472-SYN,LINE_OF_CREDIT,47332.15,5.09,0,0,14976.22,2021-07-20,2021-07-29,2021-08-04,,ACTIVE,NONE,844,0.29,1,0,2026-01-10 21:04:43
PMLA-L000354-SYN,PMLA-C000295-SYN,AUTO,29632.76,10.82,60,518.57,29632.76,2024-01-01,2024-01-20,2024-01-30,2028-12-24,APPROVED,PROPERTY,738,0.51,0,0,2026-01-10 21:04:43
PMLA-L000355-SYN,PMLA-C001315-SYN,AUTO,17042.65,6.66,84,213.03,0,2021-05-07,2021-05-12,2021-05-15,2028-04-05,CLOSED,SAVINGS,687,0.5,0,0,2026-01-10 21:04:43
PMLA-L000356-SYN,PMLA-C000753-SYN,MORTGAGE,1297894.82,8.09,180,7571.05,1297894.82,2021-12-18,2021-12-30,2022-01-08,2036-10-12,APPROVED,PROPERTY,610,0.42,0,0,2026-01-10 21:04:43
PMLA-L000357-SYN,PMLA-C001104-SYN,PERSONAL,14101.73,7.71,60,246.78,6874.33,2022-02-02,2022-02-16,2022-02-19,2027-01-21,ACTIVE,NONE,744,0.18,5,0,2026-01-10 21:04:43
PMLA-L000358-SYN,PMLA-C000454-SYN,MORTGAGE,963966.8,7.38,180,5623.14,963966.8,2022-10-22,2022-11-20,2022-11-23,2037-09-02,APPROVED,SAVINGS,800,0.26,0,0,2026-01-10 21:04:43
PMLA-L000359-SYN,PMLA-C000392-SYN,AUTO,50985.7,3.7,48,1115.31,50985.7,2019-03-31,2019-04-06,2019-04-07,2023-03-16,APPROVED,NONE,773,0.36,0,0,2026-01-10 21:04:43
PMLA-L000360-SYN,PMLA-C001166-SYN,BUSINESS,222248.27,11.71,36,6482.24,0,2018-04-27,2018-05-11,2018-05-15,2021-04-25,CLOSED,VEHICLE,595,0.38,0,0,2026-01-10 21:04:43
PMLA-L000361-SYN,PMLA-C000931-SYN,PERSONAL,35088.96,8.21,12,3070.28,31153.42,2018-11-22,2018-11-27,2018-11-29,2019-11-22,ACTIVE,NONE,641,0.16,3,0,2026-01-10 21:04:43
PMLA-L000362-SYN,PMLA-C000430-SYN,PERSONAL,24259.53,10.67,60,424.54,24259.53,2024-02-13,2024-02-22,2024-02-23,2029-01-26,DEFAULTED,NONE,772,0.51,3,80,2026-01-10 21:04:43
