bureau_row_id,gt_person_id,link_shared_id,bureau_internal_id,bureau_pull_ts,birth_year,sex,home_postal_fsa,home_province,bureau_score,inquiries_12m,inquiries_90d,tradelines_open,tradelines_revolving,tradelines_installment,tradelines_mortgage,credit_utilization_pct,max_utilization_12m_pct,credit_limit_total,balance_total,delinq_30d_12m,delinq_60d_12m,delinq_90d_12m,derogatory_count,bankruptcy_flag,months_since_bankruptcy,consumer_proposal_flag,addresses_count_24m,employers_count_24m,thin_file_flag,created_at,updated_at,source_system
6266,1401,,9b1d726f70f60d7d,2025-03-25 12:21:58,1998,F,X6V,PE,628,2,1,7,5,4,0,40.76,40.76,33434.22,6803.01,0,0,1,0,False,,False,2,0,False,2025-03-24,2025-03-29,bureau_v1
6267,5301,,edb24fb253ecad6c,2025-01-21 11:06:54,1970,F,V6N,NU,677,3,1,6,4,2,2,1.03,37.41,56389.49,7079.08,1,0,0,0,False,,False,0,1,False,2025-01-11,2025-01-26,bureau_v1
6268,2485,,3c10d25a0470ddfb,2025-02-11 18:06:35,1966,F,B5B,NS,846,1,0,1,2,1,0,24.27,123.88,78860.78,32472.28,3,1,0,0,False,,False,1,1,True,2025-01-28,2025-02-14,bureau_v1
6269,5352,,3500da91b30cb237,2025-01-11 13:45:16,1947,F,J3Y,QC,722,1,0,8,2,6,1,34.54,138.88,38953.99,63128.07,1,0,0,0,False,,False,1,0,False,2024-12-19,2025-01-12,bureau_v1
6270,5365,65a7972a50c2dd6e,83dcedd77d862bc5,2025-01-19 15:26:47,1984,F,P2T,NU,674,1,1,5,4,2,1,60.12,60.12,80667.1,1263.33,0,0,0,0,False,,False,2,0,False,2025-01-01,2025-01-22,bureau_v1
6271,8355,26cb0910dd986765,a1f141a298ef13da,2025-08-05 12:10:43,1985,F,V5R,SK,781,2,1,7,5,0,3,39.67,39.67,8274.28,49125.88,1,1,0,1,False,,False,0,0,False,2025-07-31,2025-08-07,bureau_v1
6272,2975,021caf450be073f5,ee91dfdd6d2e9f8c,2025-01-11 14:46:26,1985,F,V8Y,PE,711,2,1,4,2,2,0,10.03,102.65,62192.45,3747.56,1,0,0,0,False,,False,2,2,False,2024-12-30,2025-01-14,bureau_v1
6273,5763,c98c67915ff218f1,ff590ad44efff9c0,2025-08-02 11:26:10,1998,M,C0J,QC,641,1,0,1,3,1,0,35.94,73.63,7477.56,35226.11,0,0,0,0,False,,False,1,0,True,2025-07-23,2025-08-08,bureau_v1
6274,1028,d9acd13677300051,bd8a1dda30638caa,2025-06-17 16:38:24,1948,F,C4T,MB,680,2,1,7,5,4,0,44.04,63.48,11435.33,27524.74,2,1,0,0,False,,False,1,1,False,2025-06-14,2025-06-21,bureau_v1
6275,3534,9c4b9334c33df9ef,c2ecc3aca5d6ea41,2025-06-27 18:04:56,1975,M,B1T,PE,685,0,0,3,1,1,1,51.92,51.92,11466.45,10438.79,1,0,1,0,False,,False,3,0,False,2025-06-22,2025-07-01,bureau_v1
6276,6994,,02f0d013fc40ec3f,2025-05-17 15:06:05,1973,M,T7K,PE,635,2,0,7,7,1,0,91.56,91.56,41870.03,3981.15,0,0,0,0,False,,False,1,2,False,2025-05-14,2025-05-23,bureau_v1
6277,7123,a982bf2e6667030d,ebb41e016cc439b4,2025-04-24 10:15:08,1988,M,B9N,NB,759,3,1,4,3,2,0,24.46,27.2,300000.0,26117.78,1,0,0,0,False,,False,0,1,False,2025-04-21,2025-04-24,bureau_v1
6278,5921,,54daaf1dfaefcc12,2025-06-23 18:24:21,1994,M,S2G,BC,557,2,0,5,4,2,1,67.64,67.64,12342.51,9666.96,1,0,0,0,False,,False,2,1,False,2025-06-09,2025-06-29,bureau_v1
6279,8641,f21f62d6bd5af269,1ecf088407d06138,2025-05-15 11:39:10,2002,M,G8V,ON,510,3,1,9,6,3,0,41.44,41.44,150503.94,5324.03,2,0,0,0,False,,False,0,0,False,2025-04-25,2025-05-15,bureau_v1
6280,5173,83cc508f1e00d6ce,ee805b4a3a2a3e76,2025-02-24 14:57:55,1963,M,K7T,NL,675,2,1,7,4,3,1,37.93,48.88,31886.39,7503.29,1,0,0,0,False,,False,1,1,False,2025-02-04,2025-02-27,bureau_v1
6281,6695,47a2cafa4c488d08,756ec534fe6bd5c0,2025-03-10 10:24:09,1974,F,E7C,MB,750,1,1,8,2,7,1,48.17,50.68,14474.33,3355.97,0,0,0,0,False,,False,0,0,False,2025-03-05,2025-03-15,bureau_v1
6282,1705,,e927f5c3501e57aa,2025-01-17 14:03:59,1989,F,V7S,NU,533,2,1,0,1,2,0,42.89,84.42,27156.49,7309.42,1,0,0,0,False,,False,1,0,True,2025-01-16,2025-01-23,bureau_v1
6283,7073,6479cb6780f0a0fb,eb3715f3854ccc04,2025-07-18 10:10:29,1979,F,G3M,AB,544,2,0,5,4,1,0,29.52,106.38,17384.48,64913.79,0,0,1,0,False,,False,2,0,False,2025-07-14,2025-07-23,bureau_v1
6284,3211,,6ad523658556fd36,2025-04-14 12:51:33,1947,M,M2E,ON,612,3,2,8,2,6,1,95.99,95.99,17977.89,35943.84,1,0,0,0,False,,False,0,0,False,2025-03-27,2025-04-14,bureau_v1
6285,2216,04ee4c53ff3458d4,fb552d679ac74ef8,2025-03-05 16:47:54,1999,M,P3N,NT,733,4,1,5,4,3,0,16.87,25.22,26592.1,60423.44,1,1,0,0,False,,False,2,2,False,2025-02-19,2025-03-08,bureau_v1
6286,7428,,01d816a9c7b75bc6,2025-05-18 12:01:58,1946,M,E3X,SK,539,2,0,6,4,4,1,46.74,46.74,10616.18,2389.61,1,0,0,0,False,,False,1,1,False,2025-04-30,2025-05-23,bureau_v1
6287,7284,,90b03160f8f2e8c0,2025-04-18 12:44:34,1974,M,K1M,NT,596,0,0,7,4,2,1,16.73,31.07,137499.78,13231.23,1,1,0,0,False,,False,0,1,False,2025-03-22,2025-04-21,bureau_v1
6288,3207,39ba17739f4de691,3e2feffdbedc5a96,2025-05-23 18:12:04,2000,M,E2V,YT,750,0,0,5,2,2,2,51.09,51.09,35416.92,4462.1,1,0,0,0,False,,False,3,1,False,2025-05-13,2025-05-28,bureau_v1
6289,6898,,75d066825ae52e12,2025-07-13 15:42:51,1945,F,H8H,NB,665,1,0,8,7,1,1,31.62,31.62,68424.24,11780.64,0,1,0,0,False,,False,0,0,False,2025-06-25,2025-07-15,bureau_v1
6290,7112,875c8c96bd0bb364,d664461750cbf506,2025-06-06 13:32:20,1981,F,M4N,ON,677,2,1,2,2,1,1,30.06,98.07,78202.33,8647.17,0,0,0,0,False,,True,1,0,False,2025-05-12,2025-06-08,bureau_v1
6291,7437,bcff509f1f3a2b92,6dfc82e52399ba63,2025-05-10 13:44:10,1993,F,R5P,PE,546,0,0,3,3,1,2,40.72,40.72,50215.33,52236.01,1,0,0,0,False,,False,2,0,False,2025-04-22,2025-05-14,bureau_v1
6292,6928,86baaeb098453d48,01dbd4b28b200f22,2025-07-25 12:31:16,1978,M,T5X,AB,630,3,0,9,3,3,3,76.11,76.11,10870.08,887.25,0,0,0,0,False,,False,0,0,False,2025-07-20,2025-07-31,bureau_v1
6293,5345,,00b08bd913fc280f,2025-06-03 09:28:47,2000,F,X4M,YT,594,2,2,8,8,0,1,40.13,79.04,20955.9,9843.69,1,0,0,0,False,,False,1,0,False,2025-05-07,2025-06-05,bureau_v1
6294,3193,390cbd716440290f,ecb8fdce7c075893,2025-05-29 14:53:33,1949,F,A4A,ON,655,3,2,8,5,6,0,0.0,36.0,16141.87,25466.9,0,1,0,0,True,26.0,False,1,4,False,2025-05-15,2025-05-31,bureau_v1
6295,838,5f309e009dca8ce8,55208f7d7897f505,2025-01-27 16:44:27,1956,M,Y2C,MB,790,1,0,7,4,4,1,59.85,59.85,46161.44,6887.83,0,0,0,0,False,,False,3,0,False,2025-01-26,2025-01-28,bureau_v1
6296,6252,,bfadd552e04f3e77,2025-04-23 11:30:11,1990,M,M0M,ON,682,1,1,7,3,3,2,44.39,94.17,54539.78,3110.26,1,0,0,0,False,,False,0,0,False,2025-04-05,2025-04-29,bureau_v1
6297,3606,,a52eb7eeb5ced7d2,2025-05-09 17:54:10,1946,F,M6R,YT,560,1,1,2,3,0,2,86.79,109.64,54304.61,8263.17,0,0,0,1,False,,False,1,0,False,2025-04-18,2025-05-12,bureau_v1
6298,7320,3637b52ed3ce3171,8d161de9180eb50f,2025-04-05 13:20:41,1985,F,H1L,NT,670,3,2,3,2,1,2,34.02,42.48,34946.69,22841.94,0,0,0,0,False,,False,3,1,False,2025-03-13,2025-04-06,bureau_v1
6299,732,edccac5a35a31e4d,3abe61415029416a,2025-01-05 09:15:25,1962,M,C1M,AB,674,3,1,8,5,1,3,49.16,49.16,63438.76,9892.98,1,0,0,0,False,,True,2,1,False,2025-01-01,2025-01-08,bureau_v1
6300,4104,14b8925c917913e9,50d7507cb2eef488,2025-06-26 13:37:23,1983,F,V3Y,NL,731,1,1,10,4,5,1,44.49,128.66,53546.97,10147.69,3,0,0,0,False,,False,1,1,False,2025-06-13,2025-06-30,bureau_v1
6301,3003,95d64bb367899962,5582385c8a54f2c1,2025-08-07 14:39:23,1996,F,S7P,NT,646,6,2,3,2,0,1,17.17,45.63,43439.52,1721.25,0,0,0,0,False,,False,1,0,False,2025-07-30,2025-08-07,bureau_v1
6302,3789,21c91f471a29f8fd,8b609aa5ecb4c7f1,2025-01-27 17:04:19,1997,M,N3V,QC,611,3,1,7,5,2,1,80.85,99.54,2967.96,2146.11,0,0,0,0,False,,False,1,2,True,2025-01-17,2025-02-02,bureau_v1
6303,3190,56dd7f3067d4724a,5d5a444535277d01,2025-04-28 13:18:44,1974,M,E5V,PE,585,1,0,8,7,2,0,10.81,10.81,38418.51,27238.19,0,0,0,0,False,,False,1,0,False,2025-04-14,2025-05-03,bureau_v1
6304,6091,8e3cffa37a014b8a,367fa3404a3c50f7,2025-01-14 09:21:49,1999,F,M9L,SK,666,4,2,7,3,3,1,34.57,85.09,236605.91,21591.88,1,1,0,0,False,,False,3,1,False,2025-01-06,2025-01-20,bureau_v1
6305,8209,9fa76e926ee96804,e96459de81eeb866,2025-05-02 14:54:43,2001,F,S2N,NS,516,1,0,5,4,1,1,75.19,75.19,32921.44,4267.2,0,0,0,0,False,,False,1,1,False,2025-04-10,2025-05-04,bureau_v1
6306,783,08d9ebecdab22e1f,b6cc15c31cd08c45,2025-06-08 18:49:31,1953,F,N2R,BC,645,1,0,0,3,0,0,70.29,89.2,12725.46,39102.07,0,0,0,0,False,,False,0,0,True,2025-05-14,2025-06-13,bureau_v1
6307,1606,0be1db7cd24f32c3,c90a8aaf773cf122,2025-03-09 09:57:21,1953,M,K1K,NB,661,1,1,6,4,3,1,105.73,106.23,4105.65,6691.22,1,1,0,0,False,,False,2,0,False,2025-03-07,2025-03-13,bureau_v1
6308,5829,a9cc0981ebf87d65,910c3b15692457a5,2025-06-15 10:15:04,1954,M,S9E,NS,647,2,1,1,1,2,0,74.83,105.89,122063.33,44556.19,0,1,0,0,False,,False,0,2,True,2025-06-13,2025-06-21,bureau_v1
6309,3202,,1b917c8e24ac3c80,2025-05-05 09:25:52,1951,F,C4R,NT,685,1,1,2,3,1,0,5.3,24.57,16334.93,6247.56,0,0,0,0,False,,False,3,0,False,2025-04-14,2025-05-09,bureau_v1
6310,7105,6188900b48cd1bf5,cd658d215ddcf362,2025-01-21 17:12:35,1948,M,S3L,ON,629,1,0,6,4,2,0,21.35,24.02,218092.68,24487.17,0,1,0,0,False,,False,1,0,False,2024-12-30,2025-01-22,bureau_v1
6311,1591,2ea324c12048e3a2,5b2264b22ad9b015,2025-04-05 14:21:48,1990,F,Y7J,YT,829,3,2,7,5,1,1,55.32,57.04,32409.48,31711.64,1,0,0,0,False,,False,1,1,False,2025-03-10,2025-04-10,bureau_v1
6312,4596,c1c1f70e7db44e26,148ea4e20d43b029,2025-05-11 11:58:19,1959,M,P2C,NL,748,4,0,3,3,1,0,49.29,66.62,5632.85,15677.47,0,0,0,0,False,,False,1,1,False,2025-05-08,2025-05-16,bureau_v1
6313,6880,803f9f1903175045,9db008641844e903,2025-06-17 17:58:01,1986,M,T2H,NB,523,5,3,5,5,1,2,59.21,59.21,9087.94,16436.26,0,0,0,0,False,,False,2,1,False,2025-05-29,2025-06-18,bureau_v1
6314,5337,,f3308880620cf00a,2025-01-29 10:57:11,1963,F,H4K,NT,756,1,1,4,3,1,1,17.72,56.11,49480.46,20419.84,0,0,0,0,False,,False,1,1,False,2025-01-24,2025-02-01,bureau_v1
6315,5425,2cd0873b86943fed,9bb875b91528c050,2025-07-30 11:58:19,1985,X,C5G,NU,600,1,1,9,8,1,0,73.52,73.52,114667.07,2242.47,1,1,0,0,False,,False,2,0,False,2025-07-24,2025-08-02,bureau_v1
6316,1962,49e25b0502b55bd5,f257b4a71b66ef7c,2025-04-02 14:16:03,2002,F,K0C,SK,577,0,0,6,4,2,3,77.51,88.63,224635.3,25651.28,1,0,0,0,False,,False,1,0,False,2025-03-20,2025-04-03,bureau_v1
6317,3256,6511209130b3e522,ee0669c4d3fb610b,2025-06-14 09:19:34,1992,F,M5E,QC,683,0,0,7,3,4,2,0.0,99.14,35005.9,5426.73,0,0,0,0,False,,False,2,1,False,2025-06-08,2025-06-14,bureau_v1
6318,6735,,fa2c1c0b97c7bbd6,2025-05-23 14:13:22,1967,F,G8G,NB,696,5,2,4,4,1,1,63.89,63.89,5023.01,13007.0,0,0,0,0,False,,False,1,0,False,2025-05-18,2025-05-29,bureau_v1
6319,6631,9e1bf2e2bf51ff50,3b9079904acfa137,2025-05-17 10:00:19,1955,M,T9Y,YT,751,1,0,5,1,4,1,81.58,81.58,28926.65,6590.85,0,0,0,0,False,,False,0,1,False,2025-05-03,2025-05-23,bureau_v1
6320,8417,6485fa6711db2d64,bdf0d99830d40f9d,2025-06-22 19:43:12,1966,F,S8M,BC,639,0,0,1,2,0,0,103.28,103.28,74461.39,62173.4,0,0,0,0,True,15.0,False,1,0,True,2025-06-14,2025-06-22,bureau_v1
6321,1610,ff2e5db220c42a50,114a0a22059e09fb,2025-04-02 13:30:36,1949,M,H8B,PE,758,2,0,3,3,1,0,98.82,98.82,54780.4,16122.18,0,0,0,0,False,,False,1,0,False,2025-03-05,2025-04-04,bureau_v1
6322,6285,,968f85b76fc1ed92,2025-07-13 10:33:39,1950,M,N3H,SK,677,0,0,7,4,1,2,60.37,60.37,9763.51,24615.22,0,0,0,0,False,,False,1,0,False,2025-06-28,2025-07-13,bureau_v1
6323,1950,fd1ce0a8d2466bd7,1ae4c5f15dde1d96,2025-07-27 19:37:36,2001,F,M1X,NU,696,3,1,4,2,2,1,0.0,14.88,139095.92,11531.64,0,0,0,1,False,,False,1,1,False,2025-07-18,2025-08-02,bureau_v1
6324,5514,88cf7622a6467468,4fca36a72bba18c2,2025-05-02 10:21:32,1952,M,R2Y,AB,647,1,1,3,3,1,2,89.33,89.33,32846.57,5063.51,0,0,0,0,False,,False,0,0,False,2025-04-13,2025-05-04,bureau_v1
6325,794,844a7bac99645205,e6511e40dec1ce06,2025-03-18 12:18:13,1959,F,V9J,NS,795,2,0,6,4,2,0,59.58,62.97,35672.67,21520.41,1,1,0,0,False,,False,1,0,False,2025-03-06,2025-03-24,bureau_v1
6326,2753,0a3e78d55c4ca341,06f571696b66e7fa,2025-05-28 09:05:08,1976,F,S4M,QC,575,1,0,6,7,1,0,12.52,140.47,52400.23,35373.99,0,0,0,1,False,,False,1,2,False,2025-05-11,2025-05-31,bureau_v1
6327,196,,7a93e678d291e1b2,2025-03-19 09:00:23,1948,F,G3A,QC,679,2,1,0,1,1,1,27.74,27.74,68647.27,17692.35,0,1,0,0,False,,False,4,1,True,2025-03-18,2025-03-25,bureau_v1
6328,6067,12a2eb48eaca94c2,42b40cdbbb5a4ec8,2025-07-03 18:53:10,1998,F,E0R,AB,742,1,0,6,6,1,0,34.06,44.36,12906.69,19765.19,0,1,0,0,False,,False,0,3,False,2025-06-06,2025-07-04,bureau_v1
6329,2765,,eb5bf428ef869112,2025-05-21 17:11:57,1996,M,X2G,NU,589,1,0,3,1,2,1,25.24,66.22,27908.66,250000.0,0,0,0,0,False,,False,2,1,False,2025-05-07,2025-05-27,bureau_v1
6330,3537,5fdb144d97c491db,edaa09cfbf1d90d1,2025-01-07 10:18:52,1958,M,P6B,NU,835,2,0,4,4,1,0,18.14,80.91,70429.8,235858.74,1,1,0,2,False,,False,0,0,False,2025-01-03,2025-01-10,bureau_v1
6331,5306,,a31d5093dad253ec,2025-04-07 11:55:35,1997,M,X3R,QC,721,1,1,3,1,3,0,20.39,69.02,89459.28,5766.28,1,1,0,0,False,,False,1,2,False,2025-03-15,2025-04-08,bureau_v1
6332,1539,bdd820fe150b2baa,6346ab7a45885d57,2025-07-29 15:12:14,1964,M,K9X,ON,590,2,0,3,2,2,0,22.65,120.31,21494.22,7318.17,0,0,0,0,False,,False,1,2,False,2025-07-24,2025-08-01,bureau_v1
6333,1750,4b4cfacf64b8ce3d,3abe6abf4afc07e8,2025-04-12 16:30:26,1999,F,B0A,AB,692,2,2,1,1,3,0,11.01,58.95,44667.33,8030.63,0,1,0,0,False,,False,0,1,True,2025-03-27,2025-04-14,bureau_v1
6334,1382,4d9c47313a961cc2,107f0a0ef20a0dbe,2025-04-26 19:16:56,1988,M,L8E,NB,543,3,2,6,4,1,1,45.2,45.2,48437.4,5039.06,0,0,0,0,False,,False,0,2,False,2025-03-29,2025-05-02,bureau_v1
6335,2708,,2a1866991b67bf63,2025-02-22 19:31:56,1998,M,R7X,NB,569,2,0,7,3,2,4,85.98,85.98,12043.81,5410.91,0,1,0,0,False,,False,4,0,False,2025-01-30,2025-02-23,bureau_v1
6336,8697,424a4b9f7f1f51d4,2f445cdaa9267f4c,2025-02-03 14:01:29,1998,F,H6R,QC,537,3,3,1,2,2,0,37.45,87.62,11523.39,8606.72,0,0,0,0,False,,False,0,1,True,2025-01-25,2025-02-08,bureau_v1
6337,8511,4821673762400ff8,06963551ccc9a4a9,2025-07-23 11:31:41,1957,F,A0M,NS,781,2,1,5,5,2,0,119.93,119.93,10495.82,9227.36,2,0,0,0,False,,False,4,0,False,2025-06-29,2025-07-24,bureau_v1
6338,7408,bf9943a0a6edcf2c,1efd642db5b74526,2025-05-19 15:14:52,1990,M,V1X,NS,676,5,1,5,4,1,0,66.31,85.61,9515.67,860.08,1,1,0,0,False,,False,4,1,False,2025-05-03,2025-05-22,bureau_v1
6339,5428,,9d4441b88b53f5d6,2025-04-21 15:18:38,1986,M,T6C,MB,590,0,0,5,3,1,2,26.34,69.54,23362.02,17141.19,1,1,0,0,False,,True,2,2,False,2025-04-08,2025-04-21,bureau_v1
6340,5278,,e30a173f4ac9cc36,2025-07-17 12:33:19,1995,M,P5G,PE,780,2,1,4,5,0,0,33.52,41.62,36963.52,60913.53,1,1,0,0,False,,False,0,1,False,2025-06-28,2025-07-22,bureau_v1
6341,5182,86af194ad445dd81,044e088ca215d5ae,2025-05-13 19:33:54,1981,F,G5X,YT,786,1,1,8,5,4,0,99.41,99.41,13699.75,3359.47,1,0,0,0,False,,False,0,2,False,2025-04-30,2025-05-17,bureau_v1
6342,5689,b8cf3331e52c939f,0e2854fd560f8703,2025-03-08 18:53:19,1952,M,S1L,QC,729,1,0,4,2,1,1,23.13,39.29,24251.56,15206.31,0,0,1,0,False,,False,0,2,False,2025-02-08,2025-03-09,bureau_v1
6343,1234,,19bd5d9fc6bb38ef,2025-07-25 10:50:09,2001,M,A8B,NL,530,5,1,10,5,2,3,5.75,100.13,6750.34,4833.98,0,0,0,0,False,,False,1,1,False,2025-06-28,2025-07-25,bureau_v1
6344,6748,b0c44e0a76e3aaa8,d841240a5bbb8467,2025-04-27 13:45:53,1959,M,K4E,NT,777,2,1,0,1,0,0,58.84,77.03,40280.31,9772.98,1,0,0,0,False,,False,0,1,True,2025-03-29,2025-05-03,bureau_v1
6345,2848,bc2c7710cf634cfa,71e7bd3a9090fbc3,2025-03-21 13:51:58,1957,M,C3V,NS,706,0,0,7,6,3,0,0.0,117.54,56734.46,26761.96,0,0,0,0,False,,False,1,1,False,2025-03-15,2025-03-27,bureau_v1
6346,1625,a4986fd3fe0f90e4,92dbe578d6e30f0b,2025-04-05 16:52:15,1996,F,M2J,PE,667,2,0,8,6,3,1,57.52,72.91,10071.77,3905.15,0,0,0,0,False,,False,1,0,False,2025-03-31,2025-04-09,bureau_v1
6347,3678,,8bf3fa749e578c69,2025-05-19 15:40:10,1966,M,B4H,MB,647,2,2,9,5,2,4,114.07,121.79,14865.32,6658.36,1,0,0,0,False,,False,0,2,False,2025-04-28,2025-05-20,bureau_v1
6348,6401,,6df434172a42efa3,2025-01-15 09:15:44,1991,F,H0H,MB,699,3,0,6,4,2,1,18.75,79.18,29892.18,4762.42,2,0,0,0,False,,False,1,0,False,2025-01-04,2025-01-21,bureau_v1
6349,5343,,682e3c73ba2751c4,2025-03-05 18:18:00,1988,M,H3T,NT,771,3,2,5,3,2,0,21.8,48.35,11309.56,4591.79,1,0,0,0,True,11.0,False,1,0,False,2025-02-07,2025-03-09,bureau_v1
6350,2711,eed39a19ccc6d58e,f243908953b0425a,2025-04-29 11:59:16,1994,F,P2K,SK,708,2,2,1,2,2,0,79.68,79.68,9721.04,63558.62,0,0,0,0,False,,False,0,2,True,2025-04-11,2025-05-05,bureau_v1
6351,7902,fa446604e1a485e5,af932bd0d31ac58f,2025-04-07 18:50:39,1970,F,X0T,NU,589,3,1,4,3,1,3,72.33,72.33,19853.52,2322.28,0,0,0,0,False,,False,0,1,False,2025-04-03,2025-04-08,bureau_v1
6352,5925,,09d9faf1f9135dc9,2025-06-28 10:05:43,1997,M,H2G,QC,757,1,1,6,3,3,0,110.06,110.06,55967.24,87095.65,2,0,0,0,False,,False,3,1,False,2025-06-07,2025-06-30,bureau_v1
6353,3569,,3865ffac77699d7d,2025-05-26 16:48:12,1971,F,M6L,YT,727,2,1,0,1,2,0,56.24,96.01,39389.55,40261.74,1,0,0,1,False,,False,0,1,True,2025-05-17,2025-05-27,bureau_v1
6354,6522,0db646e1dc95d936,27c5398984473a42,2025-01-07 15:22:40,1969,M,L1H,NS,662,2,0,3,4,0,0,34.54,137.22,66687.12,14872.94,0,0,0,0,False,,False,3,0,False,2024-12-20,2025-01-09,bureau_v1
6355,2116,,394dfdd3e0133579,2025-06-17 19:47:52,1983,F,M5X,BC,825,0,0,5,4,0,1,49.17,67.82,42847.31,1996.97,0,1,0,0,False,,False,0,0,False,2025-05-26,2025-06-22,bureau_v1
6356,3217,406dec9368024f57,3546832f187f1821,2025-04-30 18:40:42,1962,F,V5V,YT,585,1,1,2,5,0,0,38.61,106.57,25216.28,4677.53,1,0,0,0,False,,False,1,0,False,2025-04-18,2025-05-05,bureau_v1
6357,3325,a630369ef19fe462,07393027030cc60e,2025-03-09 14:54:40,1955,M,A0P,BC,617,3,1,0,1,1,0,40.97,88.44,57563.37,39286.83,0,1,0,0,False,,False,3,0,True,2025-02-15,2025-03-14,bureau_v1
6358,7689,ac075bc639d385a9,2d0b9055fbaf87e3,2025-03-06 13:42:55,1963,F,L3K,QC,633,1,1,2,2,2,0,46.98,58.59,40308.27,23928.25,1,0,0,0,False,,False,2,1,False,2025-03-01,2025-03-11,bureau_v1
6359,4178,70ff056f1ee8b1be,46eae5e44be1991f,2025-07-23 09:35:36,1975,M,S8P,NB,748,1,0,2,0,3,1,69.07,97.47,104642.41,16346.91,1,0,0,0,False,,False,1,0,False,2025-07-15,2025-07-23,bureau_v1
6360,7004,b081a8ba406588cb,ef89a12d03bfbb7c,2025-06-25 11:50:09,2002,F,L4R,AB,776,4,1,4,4,2,0,10.89,77.57,24162.12,16770.38,1,0,0,0,False,,False,0,0,False,2025-05-28,2025-06-28,bureau_v1
6361,6722,,d533ab283c9ec045,2025-08-04 12:55:10,1955,M,Y7V,NS,656,2,0,6,5,1,1,91.8,98.11,26709.2,9336.93,0,0,0,0,False,,False,2,1,False,2025-07-28,2025-08-09,bureau_v1
6362,5479,,2f1eaea37a732164,2025-03-13 11:21:17,1996,M,S1J,QC,712,1,0,7,3,1,3,11.91,11.91,42651.75,21572.46,0,0,0,0,False,,False,1,1,False,2025-02-18,2025-03-19,bureau_v1
6363,2927,715a12167bd9c08c,733aaa4be36fba05,2025-02-25 12:47:28,2003,M,B2H,NS,793,3,3,2,2,0,1,111.19,111.19,30962.13,6873.26,0,0,0,0,False,,False,1,1,False,2025-02-17,2025-02-26,bureau_v1
6364,8089,c03af395405e8863,2f4f27ad31305547,2025-06-13 15:24:22,1970,F,J6P,QC,648,1,1,4,2,2,0,32.05,33.0,18930.6,11650.28,2,0,0,0,False,,False,1,2,False,2025-06-03,2025-06-19,bureau_v1
6365,5766,f7cbb97564e1a880,938330c680c969dc,2025-07-01 16:56:54,1973,F,Y2M,AB,639,1,0,3,3,1,1,36.59,104.11,64945.44,3679.65,1,2,0,0,False,,False,0,0,False,2025-06-13,2025-07-01,bureau_v1
6366,4339,,e5427ca39bb2e62c,2025-04-04 10:58:12,1945,F,R8Y,NU,715,1,0,7,6,2,0,10.43,11.39,10838.44,23202.74,2,0,1,0,False,,False,1,1,False,2025-03-22,2025-04-10,bureau_v1
6367,4190,bf97f2e0065ad03c,88501979365df8dd,2025-05-25 18:30:20,2004,F,M9S,BC,714,1,0,3,3,1,0,61.3,118.64,21386.96,15535.69,0,0,0,0,False,,False,2,0,False,2025-05-12,2025-05-28,bureau_v1
6368,4853,c5f30c9e309a3863,4d6dd92b2d109c55,2025-04-08 19:15:50,1964,M,T6C,ON,720,4,1,8,5,2,1,38.78,38.78,66656.01,12609.25,0,0,0,0,False,,False,2,0,False,2025-03-17,2025-04-13,bureau_v1
6369,7072,,0723286385280e48,2025-03-26 16:55:32,1979,F,V2S,QC,665,0,0,4,5,1,1,8.49,118.73,183960.6,4910.92,0,0,0,0,False,,False,0,0,False,2025-03-01,2025-04-01,bureau_v1
6370,5504,7f8b7c7ebb4df7e3,2afbc594f21e7b60,2025-01-08 14:07:08,1978,M,N7R,AB,740,0,0,10,4,7,0,16.33,54.04,17422.18,99826.07,0,0,0,0,False,,False,1,1,False,2024-12-16,2025-01-12,bureau_v1
6371,6026,,b17294493a33d1df,2025-06-04 19:27:22,1945,F,H9X,YT,565,3,1,4,2,3,0,53.99,53.99,19461.71,9485.79,3,1,0,0,False,,False,0,0,False,2025-05-30,2025-06-07,bureau_v1
6372,5093,32966ab780f2e7d1,7eb161518f25b8db,2025-03-01 17:13:14,1992,M,T8H,NL,662,1,0,4,3,3,0,0.0,74.97,41406.43,69382.24,0,0,0,0,False,,False,1,2,False,2025-02-01,2025-03-01,bureau_v1
6373,6926,e9161c0ef5f90630,0a965efbb6399cdf,2025-06-04 12:43:30,1998,F,B7V,QC,664,3,3,10,4,5,1,67.24,67.24,28901.32,15611.75,1,1,0,0,False,,False,3,2,False,2025-05-23,2025-06-10,bureau_v1
6374,8976,,7f711b0f5221dd53,2025-01-14 13:35:25,1963,M,B3M,ON,785,3,0,1,4,0,0,23.62,30.6,18454.69,10623.45,3,0,0,0,True,19.0,False,2,1,True,2024-12-23,2025-01-15,bureau_v1
6375,8792,d63d740536bc270e,08c5f665889b42ea,2025-02-04 16:04:16,1967,F,J0L,NU,402,3,2,6,3,3,1,53.2,53.2,13337.91,19473.34,1,0,0,0,False,,False,1,1,False,2025-01-31,2025-02-10,bureau_v1
6376,2865,aba0f36f88ef1b0d,6547d74889468fc4,2025-04-11 10:41:08,1976,F,P7R,ON,708,1,1,5,3,1,2,52.08,106.29,43045.71,19971.67,0,0,0,0,False,,False,1,0,False,2025-03-29,2025-04-13,bureau_v1
